RRC-TAPE-RECORD-ID,LD-GAS-BALANCING-PERIOD-STATUS,LD-GAS-CANCELLED-UNDERAGE,LD-GAS-OFF-FILE-BAL-PER-STATUS,LD-GAS-OFF-FILE-CUM-OVERAGE,RRC-TAPE-FILLER
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,-352,-3730,0,0,
05,-3737,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,585,0,0,0,
05,0,0,0,0,
05,0,-4826,0,0,
05,-4846,0,0,0,
05,995,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,-919,0,0,
05,-1043,-1016,0,0,
05,-1817,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,-37,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,178,0,0,0,
05,1048,0,0,0,
05,1397,0,0,0,
05,105,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,-392,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,-160,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,-268,0,0,0,
05,19,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,25,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,-8970,-4834,0,0,
05,-14213,0,0,0,
05,-1079,-26597,0,0,
05,-59071,0,0,0,
05,0,0,0,0,
05,-9356,-4346,0,0,
05,-11241,-16185,0,0,
05,-29693,-7974,0,0,
05,0,0,0,0,
05,-2958,0,0,0,
05,-163,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,-48,0,0,
05,-48,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,-84,-30774,0,0,
05,-30775,-30055,0,0,
05,-30055,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,-1878,0,0,0,
05,14724,0,0,0,
05,32826,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,-66085,0,0,
05,-91597,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,0,-11560,0,0,
05,-11560,-223,0,0,
05,-223,0,0,0,
05,-1654,0,0,0,
05,0,0,0,0,
05,52735,0,0,0,
05,4015,0,0,0,
05,38707,0,0,0,
05,-14228,0,0,0,
05,-1806,0,0,0,
05,-2347,0,0,0,
05,-4521,0,0,0,
05,-42263,-964,0,0,
05,-20868,0,0,0,
05,0,0,0,0,
05,17126,0,0,0,
05,12809,0,0,0,
05,0,0,0,0,
05,-1307,0,0,0,
05,55653,0,0,0,
05,-48980,0,0,0,
05,7139,0,0,0,
05,0,0,0,0,
05,-13210,-2679,0,0,
05,0,0,0,0,
05,-7049,-2059,0,0,
05,0,0,0,0,
05,0,0,0,0,
05,-4011,-2375,0,0,
05,-7999,-3386,0,0,
05,-7420,-10729,0,0,
05,-4679,-2112,0,0,
05,-10050,-1186,0,0,
